sample_id,modality,modality_index,start_position,end_position_exclusive,masked_effective_positions,raw_zero_fraction,delta_predicted_class_probability,delta_strength
06,audio,1,23,26,3,0.0,-0.0018950104713439941,0.0007471144199371338
06,audio,1,24,27,3,0.0,-0.0053858160972595215,-0.003645002841949463
06,audio,1,25,28,3,0.0,0.0009498000144958496,0.004255473613739014
06,audio,1,26,29,3,0.0,0.0026886463165283203,0.007616281509399414
06,audio,1,27,30,3,0.0,0.0008615851402282715,0.0036572515964508057
06,audio,1,28,31,3,0.0,-0.002141892910003662,-0.003362029790878296
06,audio,1,29,32,3,0.0,-0.005482971668243408,-0.009663760662078857
06,audio,1,30,33,3,0.0,-0.007386147975921631,-0.014812618494033813
06,audio,1,31,34,3,0.0,-0.00429004430770874,-0.00847548246383667
06,audio,1,32,35,3,0.0,-0.0032167434692382812,-0.006968379020690918
06,audio,1,33,36,3,0.0,0.001865684986114502,0.004634290933609009
06,vision,2,1,4,3,0.0,0.00036656856536865234,0.00020334124565124512
06,vision,2,2,5,3,0.0,-0.005676150321960449,-0.010754168033599854
06,vision,2,3,6,3,0.0,-0.0028740763664245605,-0.005338221788406372
06,vision,2,4,7,3,0.0,-0.0021100640296936035,-0.0032311677932739258
06,vision,2,5,8,3,0.0,-0.0032776594161987305,-0.004966169595718384
06,vision,2,6,9,3,0.0,-0.004075229167938232,-0.006476312875747681
06,vision,2,7,10,3,0.0,-0.005194962024688721,-0.009399086236953735
06,vision,2,8,11,3,0.0,-0.007214963436126709,-0.012953013181686401
06,vision,2,9,12,3,0.0,-0.007632911205291748,-0.013276100158691406
06,vision,2,10,13,3,0.0,-0.0064269304275512695,-0.010065138339996338
06,vision,2,11,14,3,0.0,-0.007326185703277588,-0.011598706245422363
06,vision,2,12,15,3,0.0,-0.009333431720733643,-0.014813423156738281
06,vision,2,13,16,3,0.0,-0.00829404592514038,-0.013520598411560059
06,vision,2,14,17,3,0.0,-0.006989538669586182,-0.011092126369476318
06,vision,2,15,18,3,0.0,-0.003701508045196533,-0.0047040581703186035
06,vision,2,16,19,3,0.0,-0.0028461217880249023,-0.0035549700260162354
06,vision,2,17,20,3,0.0,-0.0039328932762146,-0.00611838698387146
06,vision,2,18,21,3,0.0,-0.0055536627769470215,-0.009641498327255249
06,vision,2,19,22,3,0.0,-0.005176424980163574,-0.00850611925125122
06,vision,2,20,23,3,0.0,-0.003809511661529541,-0.006671488285064697
06,vision,2,21,24,3,0.0,-0.005006849765777588,-0.00895795226097107
06,vision,2,22,25,3,0.0,-0.004439234733581543,-0.008013546466827393
06,vision,2,23,26,3,0.0,-0.0037519335746765137,-0.007556647062301636
06,vision,2,24,27,3,0.0,-0.0023003220558166504,-0.00523298978805542
06,vision,2,25,28,3,0.0,-0.0031919479370117188,-0.005526125431060791
06,vision,2,26,29,3,0.0,-0.0038619637489318848,-0.007467329502105713
06,vision,2,27,30,3,0.0,-0.0038777589797973633,-0.007231652736663818
06,vision,2,28,31,3,0.0,-0.002543628215789795,-0.005143225193023682
06,vision,2,29,32,3,0.0,-0.0032292604446411133,-0.006000518798828125
06,vision,2,30,33,3,0.0,-0.003498554229736328,-0.006748676300048828
06,vision,2,31,34,3,0.0,-0.0031242966651916504,-0.006109416484832764
06,vision,2,32,35,3,0.0,-0.004917562007904053,-0.010068267583847046
06,vision,2,33,36,3,0.0,0.0028476715087890625,0.00528031587600708
07,text,0,1,4,3,0.0,-0.010660171508789062,-0.034271419048309326
07,text,0,2,5,3,0.0,-0.0031618475914001465,-0.013975203037261963
07,text,0,3,6,3,0.0,-0.0056650638580322266,-0.01714855432510376
07,text,0,4,7,3,0.0,0.006583034992218018,0.0013425946235656738
07,text,0,5,8,3,0.0,0.0014820098876953125,-0.025777578353881836
07,text,0,6,9,3,0.0,0.0025628209114074707,-0.02264261245727539
07,text,0,7,10,3,0.0,-0.0030588507652282715,-0.02425628900527954
07,text,0,8,11,3,0.0,-0.010774970054626465,-0.023800313472747803
07,text,0,9,12,3,0.0,-0.004206955432891846,-0.007721841335296631
07,text,0,10,13,3,0.0,-0.029068946838378906,-0.07076948881149292
07,text,0,11,14,3,0.0,-0.029415249824523926,-0.0815853476524353
07,text,0,12,15,3,0.0,0.004228532314300537,-0.0034672021865844727
07,text,0,13,16,3,0.0,0.012243688106536865,0.012539267539978027
07,text,0,14,17,3,0.0,0.005585849285125732,-0.004394471645355225
07,text,0,15,18,3,0.0,-0.034893035888671875,-0.1030614972114563
07,text,0,16,19,3,0.0,-0.02319812774658203,-0.059447407722473145
07,text,0,17,20,3,0.0,0.009994864463806152,0.029062271118164062
07,text,0,18,21,3,0.0,0.05111294984817505,0.10980874300003052
07,text,0,19,22,3,0.0,0.08267557621002197,0.17210179567337036
07,text,0,20,23,3,0.0,0.03401017189025879,0.07509928941726685
07,text,0,21,24,3,0.0,0.011624038219451904,0.02815932035446167
07,text,0,22,25,3,0.0,-0.004205942153930664,-0.026187241077423096
07,text,0,23,26,3,0.0,0.008466124534606934,0.007633090019226074
07,text,0,24,27,3,0.0,0.024693548679351807,0.05609625577926636
07,text,0,25,28,3,0.0,0.016246795654296875,0.04762470722198486
07,text,0,26,29,3,0.0,0.04646599292755127,0.1115378737449646
07,text,0,27,30,3,0.0,0.03491377830505371,0.07904684543609619
07,text,0,28,31,3,0.0,0.032756149768829346,0.07594412565231323
07,text,0,29,32,3,0.0,0.02025127410888672,0.04942202568054199
07,text,0,30,33,3,0.0,0.017971396446228027,0.042194366455078125
07,text,0,31,34,3,0.0,0.007602572441101074,0.015898168087005615
07,text,0,32,35,3,0.0,-0.00395125150680542,-0.010400831699371338
07,text,0,33,36,3,0.0,-0.0008050203323364258,-0.0019934773445129395
07,text,0,34,37,3,0.0,0.01647329330444336,0.04167604446411133
07,text,0,35,38,3,0.0,-0.013283133506774902,-0.026620328426361084
07,text,0,36,39,3,0.0,-0.009890317916870117,-0.016831159591674805
07,text,0,37,40,3,0.0,-0.016672611236572266,-0.03181469440460205
07,text,0,38,41,3,0.0,-0.004580557346343994,-0.0005379915237426758
07,text,0,39,42,3,0.0,-0.011785268783569336,-0.014589130878448486
07,text,0,40,43,3,0.0,-0.013603568077087402,-0.022417068481445312
07,text,0,41,44,3,0.0,-0.0051403045654296875,-0.005122184753417969
07,text,0,42,45,3,0.0,-0.0017238855361938477,-0.003565967082977295
07,text,0,43,46,3,0.0,0.0027769804000854492,0.008228003978729248
07,text,0,44,47,3,0.0,0.0098494291305542,0.025101304054260254
07,text,0,45,48,3,0.0,0.010909676551818848,0.02602595090866089
07,text,0,46,49,3,0.0,0.009488940238952637,0.020260155200958252
07,audio,1,1,4,3,0.0,-0.0012437701225280762,-0.0022609829902648926
07,audio,1,2,5,3,0.0,-0.0036787986755371094,-0.009324193000793457
07,audio,1,3,6,3,0.0,-0.004316210746765137,-0.01152569055557251
07,audio,1,4,7,3,0.0,-0.0029140114784240723,-0.008095383644104004
07,audio,1,5,8,3,0.0,-0.0016712546348571777,-0.004578530788421631
07,audio,1,6,9,3,0.0,-0.001355588436126709,-0.0037213563919067383
07,audio,1,7,10,3,0.0,0.0004888176918029785,0.0026331543922424316
07,audio,1,8,11,3,0.0,0.0004184246063232422,0.0029744505882263184
07,audio,1,9,12,3,0.0,0.00032460689544677734,0.0025727152824401855
07,audio,1,10,13,3,0.0,0.0002722740173339844,0.0020605921745300293
07,audio,1,11,14,3,0.0,0.0002779960632324219,0.0006466507911682129
07,audio,1,12,15,3,0.0,-0.00012171268463134766,-0.0015305876731872559
07,audio,1,13,16,3,0.0,4.2378902435302734e-05,-0.0010170340538024902
07,audio,1,14,17,3,0.0,7.355213165283203e-05,-0.0009238719940185547
07,audio,1,15,18,3,0.0,0.0015258193016052246,0.001788318157196045
07,audio,1,16,19,3,0.0,0.0023832321166992188,0.004078567028045654
07,audio,1,17,20,3,0.0,0.0038625597953796387,0.0071239471435546875
07,audio,1,18,21,3,0.0,0.0049152374267578125,0.010239183902740479
07,audio,1,19,22,3,0.0,0.005706131458282471,0.013084948062896729
07,audio,1,20,23,3,0.0,0.012431561946868896,0.024282634258270264
07,audio,1,21,24,3,0.0,0.013908565044403076,0.02575463056564331
07,audio,1,22,25,3,0.0,0.017092585563659668,0.035774171352386475
07,audio,1,23,26,3,0.0,0.014026403427124023,0.027193725109100342
07,audio,1,24,27,3,0.0,0.0052474141120910645,0.01142197847366333
07,audio,1,25,28,3,0.0,0.00397104024887085,0.010003209114074707
07,audio,1,26,29,3,0.0,0.0021578073501586914,0.004782617092132568
07,audio,1,27,30,3,0.0,0.0006569623947143555,0.000432431697845459
07,audio,1,28,31,3,0.0,-0.0011715292930603027,-0.002628326416015625
07,audio,1,29,32,3,0.0,-0.004043877124786377,-0.00922161340713501
07,audio,1,30,33,3,0.0,-0.003989100456237793,-0.005616605281829834
07,audio,1,31,34,3,0.0,-0.003635406494140625,-0.00108259916305542
07,audio,1,32,35,3,0.0,-0.0016227364540100098,0.0038412809371948242
07,audio,1,33,36,3,0.0,0.00045680999755859375,0.005601465702056885
07,audio,1,34,37,3,0.0,0.0008956789970397949,0.0041661858558654785
07,audio,1,35,38,3,0.0,-9.244680404663086e-05,0.0005951523780822754
07,audio,1,36,39,3,0.0,8.71419906616211e-05,0.00044095516204833984
07,audio,1,37,40,3,0.0,-0.002934396266937256,-0.0038437843322753906
07,audio,1,38,41,3,0.0,-0.0033008456230163574,-0.003273308277130127
07,audio,1,39,42,3,0.0,-0.0028472542762756348,-0.0026478171348571777
07,audio,1,40,43,3,0.0,-0.00013017654418945312,0.0033792853355407715
07,audio,1,41,44,3,0.0,0.0029505491256713867,0.009223341941833496
07,audio,1,42,45,3,0.0,0.004502475261688232,0.0105629563331604
07,audio,1,43,46,3,0.0,0.0044394731521606445,0.011169135570526123
07,audio,1,44,47,3,0.0,0.0018489360809326172,0.005440413951873779
07,audio,1,45,48,3,0.0,0.0015982985496520996,0.004850506782531738
07,audio,1,46,49,3,0.0,0.0014793872833251953,0.004809081554412842
07,vision,2,1,4,3,0.0,-0.0009753704071044922,-0.002621471881866455
07,vision,2,2,5,3,0.0,-0.0015343427658081055,-0.003876209259033203
07,vision,2,3,6,3,0.0,-0.0013753175735473633,-0.003578662872314453
07,vision,2,4,7,3,0.0,-0.0021803975105285645,-0.0059317946434021
07,vision,2,5,8,3,0.0,-0.002537965774536133,-0.006801784038543701
07,vision,2,6,9,3,0.0,-0.002558469772338867,-0.006999373435974121
07,vision,2,7,10,3,0.0,-0.0024158358573913574,-0.006719648838043213
07,vision,2,8,11,3,0.0,-0.001614212989807129,-0.0043315887451171875
07,vision,2,9,12,3,0.0,-0.001257777214050293,-0.0037487149238586426
07,vision,2,10,13,3,0.0,-0.0012914538383483887,-0.0028333067893981934
07,vision,2,11,14,3,0.0,-0.000768125057220459,-0.0015895366668701172
07,vision,2,12,15,3,0.0,-0.0006135702133178711,-0.0008814334869384766
07,vision,2,13,16,3,0.0,-0.0003834962844848633,-0.0009064078330993652
07,vision,2,14,17,3,0.0,-0.0005527734756469727,-0.0016221404075622559
07,vision,2,15,18,3,0.0,0.0020772218704223633,0.004651844501495361
07,vision,2,16,19,3,0.0,0.005891203880310059,0.01457834243774414
07,vision,2,17,20,3,0.0,0.006595134735107422,0.016777217388153076
07,vision,2,18,21,3,0.0,0.004599928855895996,0.012306392192840576
07,vision,2,19,22,3,0.0,-0.0004042983055114746,0.0009655952453613281
07,vision,2,20,23,3,0.0,-0.001041412353515625,-0.0017024874687194824
07,vision,2,21,24,3,0.0,-0.0005834102630615234,-0.0012246966361999512
07,vision,2,22,25,3,0.0,-0.0005379915237426758,-0.0013340115547180176
07,vision,2,23,26,3,0.0,0.0003846287727355957,0.00025850534439086914
07,vision,2,24,27,3,0.0,0.0011407732963562012,0.0025182366371154785
07,vision,2,25,28,3,0.0,0.0006109476089477539,0.0011178851127624512
07,vision,2,26,29,3,0.0,-0.00016826391220092773,-0.0010494589805603027
07,vision,2,27,30,3,0.0,-0.0002047419548034668,-0.0006501674652099609
07,vision,2,28,31,3,0.0,-0.001158595085144043,-0.0017266273498535156
07,vision,2,29,32,3,0.0,-0.0018178224563598633,-0.002905547618865967
07,vision,2,30,33,3,0.0,-0.0030928850173950195,-0.00567549467086792
07,vision,2,31,34,3,0.0,-0.0036554932594299316,-0.007875382900238037
07,vision,2,32,35,3,0.0,-0.0023113489151000977,-0.005316376686096191
07,vision,2,33,36,3,0.0,-0.0016040205955505371,-0.004264771938323975
07,vision,2,34,37,3,0.0,-0.0029807686805725098,-0.007614314556121826
07,vision,2,35,38,3,0.0,-0.0037360191345214844,-0.007951438426971436
07,vision,2,36,39,3,0.0,-0.0046198368072509766,-0.009000778198242188
07,vision,2,37,40,3,0.0,-0.004445195198059082,-0.008316516876220703
07,vision,2,38,41,3,0.0,-0.003978133201599121,-0.007638275623321533
07,vision,2,39,42,3,0.0,-0.004993319511413574,-0.010387778282165527
07,vision,2,40,43,3,0.0,-0.005504488945007324,-0.01187986135482788
07,vision,2,41,44,3,0.0,-0.0051688551902771,-0.01149284839630127
07,vision,2,42,45,3,0.0,-0.0033902525901794434,-0.0076485276222229
07,vision,2,43,46,3,0.0,-0.0031446218490600586,-0.006382346153259277
07,vision,2,44,47,3,0.0,-0.003133237361907959,-0.006184697151184082
07,vision,2,45,48,3,0.0,-0.0020352602005004883,-0.003799259662628174
07,vision,2,46,49,3,0.0,-0.00019890069961547852,-0.0005776286125183105
08,text,0,1,4,3,0.0,0.05546766519546509,0.0857534408569336
08,text,0,2,5,3,0.0,0.05315321683883667,0.11074262857437134
08,text,0,3,6,3,0.0,0.04168128967285156,0.0965203046798706
08,text,0,4,7,3,0.0,0.05358606576919556,0.12040889263153076
08,text,0,5,8,3,0.0,0.019055962562561035,0.06108611822128296
08,text,0,6,9,3,0.0,0.0354081392288208,0.0574420690536499
08,text,0,7,10,3,0.0,0.1484229564666748,0.23047757148742676
08,text,0,8,11,3,0.0,0.1334410309791565,0.2208772897720337
08,text,0,9,12,3,0.0,0.08036953210830688,0.12073284387588501
08,audio,1,1,4,3,0.0,0.02569037675857544,0.04579406976699829
08,audio,1,2,5,3,0.0,0.020319819450378418,0.0349385142326355
08,audio,1,3,6,3,0.0,-0.0006195306777954102,-0.0024071931838989258
08,audio,1,4,7,3,0.0,-0.001505434513092041,-0.0006136894226074219
08,audio,1,5,8,3,0.0,-0.006983458995819092,-0.007756590843200684
08,audio,1,6,9,3,0.0,-0.011240363121032715,-0.01658952236175537
08,audio,1,7,10,3,0.0,-0.01240396499633789,-0.022483408451080322
08,audio,1,8,11,3,0.0,-0.006020843982696533,-0.009531736373901367
08,audio,1,9,12,3,0.0,-0.00011771917343139648,-0.0020651817321777344
08,vision,2,1,4,3,0.0,-0.003479182720184326,-0.0059632062911987305
08,vision,2,2,5,3,0.0,-0.011936783790588379,-0.020529866218566895
08,vision,2,3,6,3,0.0,-0.013059616088867188,-0.021971464157104492
08,vision,2,4,7,3,0.0,-0.015400469303131104,-0.025619983673095703
08,vision,2,5,8,3,0.0,-0.0157240629196167,-0.026299655437469482
08,vision,2,6,9,3,0.0,-0.013865768909454346,-0.0232163667678833
08,vision,2,7,10,3,0.0,-0.010351419448852539,-0.016910135746002197
08,vision,2,8,11,3,0.0,-0.00211334228515625,-0.002021193504333496
08,vision,2,9,12,3,0.0,0.009775102138519287,0.01842629909515381
09,text,0,1,4,3,0.0,-0.006381690502166748,0.023410558700561523
09,text,0,2,5,3,0.0,-0.01219099760055542,0.05765366554260254
09,text,0,3,6,3,0.0,-0.00891423225402832,0.05254781246185303
09,text,0,4,7,3,0.0,0.0025054216384887695,-0.007445335388183594
09,text,0,5,8,3,0.0,0.059579312801361084,-0.33440589904785156
09,text,0,6,9,3,0.0,0.0983695387840271,-0.5110914707183838
09,text,0,7,10,3,0.0,0.06939548254013062,-0.3782498836517334
09,text,0,8,11,3,0.0,0.08399277925491333,-0.4411044120788574
09,text,0,9,12,3,0.0,0.0215567946434021,-0.13887441158294678
09,text,0,10,13,3,0.0,0.019385159015655518,-0.12748146057128906
09,text,0,11,14,3,0.0,-0.013037025928497314,0.10878932476043701
09,text,0,12,15,3,0.0,-0.00529247522354126,0.08530688285827637
09,text,0,13,16,3,0.0,0.016874730587005615,-0.04709935188293457
09,text,0,14,17,3,0.0,0.06061398983001709,-0.3223978281021118
09,text,0,15,18,3,0.0,0.012105584144592285,-0.09106624126434326
09,text,0,16,19,3,0.0,0.01417309045791626,-0.12288904190063477
09,audio,1,1,4,3,0.0,-0.0004830360412597656,0.0035161972045898438
09,audio,1,2,5,3,0.0,0.00010037422180175781,-0.000725865364074707
09,audio,1,3,6,3,0.0,-0.001352846622467041,0.008998274803161621
09,audio,1,4,7,3,0.0,0.0009344816207885742,-0.009397745132446289
09,audio,1,5,8,3,0.0,0.0030835866928100586,-0.024791479110717773
09,audio,1,6,9,3,0.0,0.004677176475524902,-0.03528547286987305
09,audio,1,7,10,3,0.0,0.006234705448150635,-0.044409990310668945
09,audio,1,8,11,3,0.0,0.00589829683303833,-0.04150533676147461
09,audio,1,9,12,3,0.0,0.004256248474121094,-0.028197288513183594
09,audio,1,10,13,3,0.0,0.0009407997131347656,0.0038181543350219727
09,audio,1,11,14,3,0.0,5.823373794555664e-05,0.00844109058380127
09,audio,1,12,15,3,0.0,-0.0007371902465820312,0.013950586318969727
09,audio,1,13,16,3,0.0,0.0007083415985107422,-8.45193862915039e-05
09,audio,1,14,17,3,0.0,0.004016578197479248,-0.02377176284790039
09,audio,1,15,18,3,0.0,0.009734928607940674,-0.062140464782714844
09,audio,1,16,19,3,0.0,0.008806169033050537,-0.05392467975616455
09,vision,2,1,4,3,0.0,0.0011814236640930176,-0.008881807327270508
09,vision,2,2,5,3,0.0,0.0005457401275634766,-0.003648996353149414
09,vision,2,3,6,3,0.0,-2.187490463256836e-05,0.00025582313537597656
09,vision,2,4,7,3,0.0,-0.0005126595497131348,0.0044879913330078125
09,vision,2,5,8,3,0.0,-0.0005848407745361328,0.0048934221267700195
09,vision,2,6,9,3,0.0,-0.00047069787979125977,0.0031998157501220703
09,vision,2,7,10,3,0.0,-0.0021800994873046875,0.01677989959716797
09,vision,2,8,11,3,0.0,-0.0030002593994140625,0.02323317527770996
09,vision,2,9,12,3,0.0,-0.0033546090126037598,0.025757908821105957
09,vision,2,10,13,3,0.0,-0.004641592502593994,0.03749513626098633
09,vision,2,11,14,3,0.0,-0.003270387649536133,0.025173187255859375
09,vision,2,12,15,3,0.0,-0.0034041404724121094,0.02642035484313965
09,vision,2,13,16,3,0.0,-0.0029762983322143555,0.023073911666870117
09,vision,2,14,17,3,0.0,0.00034034252166748047,-0.003841996192932129
09,vision,2,15,18,3,0.0,0.0036309361457824707,-0.025338172912597656
09,vision,2,16,19,3,0.0,0.00567859411239624,-0.036599159240722656
10,text,0,1,4,3,0.0,0.04895317554473877,-0.02117753028869629
10,text,0,2,5,3,0.0,0.03704798221588135,0.03734099864959717
10,text,0,3,6,3,0.0,0.020363450050354004,0.16668474674224854
10,text,0,4,7,3,0.0,0.0028035640716552734,0.13085854053497314
10,text,0,5,8,3,0.0,0.025706350803375244,0.11015093326568604
10,text,0,6,9,3,0.0,0.04222005605697632,-0.09457600116729736
10,text,0,7,10,3,0.0,0.03434067964553833,0.019292712211608887
10,text,0,8,11,3,0.0,0.022122502326965332,-0.029430866241455078
10,text,0,9,12,3,0.0,0.020576179027557373,0.03137099742889404
10,text,0,10,13,3,0.0,-0.0053746700286865234,0.10166656970977783
10,text,0,11,14,3,0.0,-0.058414995670318604,0.23968255519866943
10,text,0,12,15,3,0.0,-0.021975457668304443,0.1581045389175415
10,text,0,13,16,3,0.0,-0.01996612548828125,0.16198575496673584
10,text,0,14,17,3,0.0,-0.0017580986022949219,0.08589982986450195
10,text,0,15,18,3,0.0,0.02017754316329956,0.05922245979309082
10,text,0,16,19,3,0.0,0.032247066497802734,0.040856242179870605
10,text,0,17,20,3,0.0,0.03712660074234009,-0.044059038162231445
10,text,0,18,21,3,0.0,0.03411215543746948,0.01770317554473877
10,text,0,19,22,3,0.0,0.02375173568725586,0.025956273078918457
10,text,0,20,23,3,0.0,-0.019534170627593994,-0.1628483533859253
10,text,0,21,24,3,0.0,-0.052619099617004395,-0.1686573028564453
10,text,0,22,25,3,0.0,-0.022020280361175537,-0.25588905811309814
10,text,0,23,26,3,0.0,-0.028873562812805176,-0.11960768699645996
10,text,0,24,27,3,0.0,0.013256967067718506,-0.06419909000396729
10,text,0,25,28,3,0.0,0.0557248592376709,-0.0909649133682251
10,text,0,26,29,3,0.0,0.0574268102645874,-0.17587554454803467
10,text,0,27,30,3,0.0,0.03156012296676636,-0.1881479024887085
10,text,0,28,31,3,0.0,0.12112569808959961,-0.6797971725463867
10,audio,1,1,4,3,0.0,0.0018875598907470703,-0.01575911045074463
10,audio,1,2,5,3,0.0,0.005424320697784424,-0.04792022705078125
10,audio,1,3,6,3,0.0,0.0034104585647583008,-0.027509570121765137
10,audio,1,4,7,3,0.0,0.0014693140983581543,-0.006490588188171387
10,audio,1,5,8,3,0.0,0.0002467036247253418,0.0019136667251586914
10,audio,1,6,9,3,0.0,-0.0003883838653564453,0.005876898765563965
10,audio,1,7,10,3,0.0,0.00010508298873901367,0.0003587007522583008
10,audio,1,8,11,3,0.0,-0.0007615089416503906,0.011564970016479492
10,audio,1,9,12,3,0.0,-0.0013593435287475586,0.015215516090393066
10,audio,1,10,13,3,0.0,-0.00307542085647583,0.036759257316589355
10,audio,1,11,14,3,0.0,-0.0026481151580810547,0.029273509979248047
10,audio,1,12,15,3,0.0,-0.0016900300979614258,0.01713120937347412
10,audio,1,13,16,3,0.0,-0.0014529228210449219,0.019302845001220703
10,audio,1,14,17,3,0.0,-0.0009398460388183594,0.018547654151916504
10,audio,1,15,18,3,0.0,0.00017499923706054688,0.008535504341125488
10,audio,1,16,19,3,0.0,0.0015990734100341797,-0.006119847297668457
10,audio,1,17,20,3,0.0,0.006236851215362549,-0.05938613414764404
10,audio,1,18,21,3,0.0,0.014121294021606445,-0.14434707164764404
10,audio,1,19,22,3,0.0,0.010219573974609375,-0.11174070835113525
10,audio,1,20,23,3,0.0,0.007252097129821777,-0.08305943012237549
10,audio,1,21,24,3,0.0,0.003653109073638916,-0.043369174003601074
10,audio,1,22,25,3,0.0,-1.3709068298339844e-06,-0.0014071464538574219
10,audio,1,23,26,3,0.0,-0.0004780292510986328,0.004482626914978027
10,audio,1,24,27,3,0.0,-0.0004699230194091797,0.004525423049926758
10,audio,1,25,28,3,0.0,-0.0008820295333862305,0.009281516075134277
10,audio,1,26,29,3,0.0,-0.0006237626075744629,0.008708357810974121
10,audio,1,27,30,3,0.0,-0.0012950301170349121,0.01885998249053955
10,audio,1,28,31,3,0.0,-0.0010149478912353516,0.01401054859161377
10,vision,2,1,4,3,0.0,0.0001252889633178711,-0.00038444995880126953
10,vision,2,2,5,3,0.0,0.0015745759010314941,-0.0007566213607788086
10,vision,2,3,6,3,0.0,0.0023297667503356934,0.0018656253814697266
10,vision,2,4,7,3,0.0,0.0015363097190856934,0.009642243385314941
10,vision,2,5,8,3,0.0,0.0009696483612060547,0.012778401374816895
10,vision,2,6,9,3,0.0,0.001637578010559082,0.008484959602355957
10,vision,2,7,10,3,0.0,0.002107381820678711,-0.0038079023361206055
10,vision,2,8,11,3,0.0,0.0019905567169189453,-0.00839841365814209
10,vision,2,9,12,3,0.0,0.0008696317672729492,-0.0026390552520751953
10,vision,2,10,13,3,0.0,0.0007284283638000488,-6.723403930664062e-05
10,vision,2,11,14,3,0.0,0.000638127326965332,0.0024880170822143555
10,vision,2,12,15,3,0.0,-0.0008605718612670898,0.006731152534484863
10,vision,2,13,16,3,0.0,-0.00703352689743042,0.013824820518493652
10,vision,2,14,17,3,0.0,-0.009914994239807129,0.01803743839263916
10,vision,2,15,18,3,0.0,-0.009983301162719727,0.017351984977722168
10,vision,2,16,19,3,0.0,-0.005971252918243408,0.005477309226989746
10,vision,2,17,20,3,0.0,0.0016826987266540527,-0.006757140159606934
10,vision,2,18,21,3,0.0,0.00247269868850708,-0.00236356258392334
10,vision,2,19,22,3,0.0,0.0017806291580200195,-0.00010752677917480469
10,vision,2,20,23,3,0.0,0.0011299848556518555,-0.0011279582977294922
10,vision,2,21,24,3,0.0,0.0008026361465454102,-0.0016224384307861328
10,vision,2,22,25,3,0.0,-0.00026291608810424805,-0.0008927583694458008
10,vision,2,23,26,3,0.0,-0.0004813671112060547,-0.0005213022232055664
10,vision,2,24,27,3,0.0,-0.00014632940292358398,0.00022864341735839844
10,vision,2,25,28,3,0.0,0.00031757354736328125,0.00016832351684570312
10,vision,2,26,29,3,0.0,0.0007973909378051758,0.01196742057800293
10,vision,2,27,30,3,0.0,-0.0005899667739868164,0.015642166137695312
10,vision,2,28,31,3,0.0,-0.0008574724197387695,0.01506030559539795
11,text,0,1,4,3,0.0,0.05206531286239624,-0.09892034530639648
11,text,0,2,5,3,0.0,0.2934127449989319,-0.6563418507575989
11,text,0,3,6,3,0.0,0.21033883094787598,-0.5296703577041626
11,text,0,4,7,3,0.0,0.1360357105731964,-0.5993940830230713
11,text,0,5,8,3,0.0,-0.08310657739639282,0.05012083053588867
11,text,0,6,9,3,0.0,-0.09252536296844482,0.060787320137023926
11,text,0,7,10,3,0.0,-0.1431370973587036,0.038579344749450684
11,text,0,8,11,3,0.0,-0.007710516452789307,-0.16183054447174072
11,text,0,9,12,3,0.0,0.056389570236206055,-0.24602895975112915
11,text,0,10,13,3,0.0,0.144995778799057,-0.2872028946876526
11,text,0,11,14,3,0.0,0.08672589063644409,-0.11818313598632812
11,text,0,12,15,3,0.0,-0.07968634366989136,0.47532498836517334
11,audio,1,1,4,3,0.0,-0.005317091941833496,0.019255518913269043
11,audio,1,2,5,3,0.0,-0.0003024935722351074,-0.0002785921096801758
11,audio,1,3,6,3,0.0,-0.004857301712036133,0.006825506687164307
11,audio,1,4,7,3,0.0,-0.0013275146484375,-0.001990795135498047
11,audio,1,5,8,3,0.0,-0.0013083815574645996,0.00422900915145874
11,audio,1,6,9,3,0.0,-0.0029554367065429688,0.015387773513793945
11,audio,1,7,10,3,0.0,0.0030811429023742676,-0.017668604850769043
11,audio,1,8,11,3,0.0,0.007975220680236816,-0.0446627140045166
11,audio,1,9,12,3,0.0,0.008243143558502197,-0.03432905673980713
11,audio,1,10,13,3,0.0,0.014841794967651367,-0.05444204807281494
11,audio,1,11,14,3,0.0,0.011071383953094482,-0.03763461112976074
11,audio,1,12,15,3,0.0,0.004678130149841309,-0.011512279510498047
11,vision,2,1,4,3,0.0,0.004528939723968506,-0.018810272216796875
11,vision,2,2,5,3,0.0,0.004659473896026611,-0.02080404758453369
11,vision,2,3,6,3,0.0,0.005583763122558594,-0.025073647499084473
11,vision,2,4,7,3,0.0,0.002293527126312256,-0.01142573356628418
11,vision,2,5,8,3,0.0,0.0033180713653564453,-0.015954554080963135
11,vision,2,6,9,3,0.0,0.0048743486404418945,-0.02344536781311035
11,vision,2,7,10,3,0.0,0.003955245018005371,-0.020414412021636963
11,vision,2,8,11,3,0.0,0.003719508647918701,-0.020155489444732666
11,vision,2,9,12,3,0.0,0.0028879642486572266,-0.016538381576538086
11,vision,2,10,13,3,0.0,0.003133118152618408,-0.017703533172607422
11,vision,2,11,14,3,0.0,0.0037384033203125,-0.019701719284057617
11,vision,2,12,15,3,0.0,0.00114518404006958,-0.0074242353439331055
12,text,0,1,4,3,0.0,0.10986927151679993,-0.33079057931900024
12,text,0,2,5,3,0.0,0.11214837431907654,-0.33304768800735474
12,text,0,3,6,3,0.0,-0.016063690185546875,0.06286430358886719
12,text,0,4,7,3,0.0,-0.01572561264038086,0.05846315622329712
12,text,0,5,8,3,0.0,-0.001475989818572998,-0.0016018152236938477
