variant,epoch,train_loss,selection_score,complete_accuracy,complete_macro_f1,complete_mae
tiny_weighted,1,1.2610929321359705,0.15496688424171434,0.5412087912087912,0.40745772637365557,0.7735627293586731
tiny_weighted,2,1.1426964932017856,0.2026030091718795,0.5563186813186813,0.4359149223701014,0.6915103793144226
tiny_weighted,3,1.0786884945851785,0.3290954295875157,0.5782967032967034,0.5631096506473777,0.6538242697715759
tiny_weighted,4,1.0244981900409416,0.282018623968696,0.5865384615384616,0.5064941697165716,0.6923637390136719
tiny_weighted,5,0.9779525034957461,0.3206388014983828,0.5906593406593407,0.5519609755265735,0.7001023888587952
tiny_weighted,6,0.9433684591893796,0.32170835049779345,0.5865384615384616,0.5674490922378977,0.7032238841056824
