fixed_half,samples,candidate,panel_score,accuracy,macro_f1,mae,pearson
0,351,baseline,0.314325397713315,0.5669515669515669,0.5267176702150941,0.7076928615570068,0.5087732901831126
0,351,selected,0.33251702268508787,0.6011396011396012,0.5610478808653202,0.7076928615570068,0.5087732901831126
1,377,baseline,0.35655056084671555,0.5862068965517241,0.5572348059913182,0.6500964760780334,0.5747406679856777
1,377,selected,0.36222437354381454,0.5994694960212201,0.5672126250394527,0.6500964760780334,0.5747406679856777
